period;cod_cod;cod_id;cod_name;city;stratum;year;semester;school_state;school_city;faculty;program;cod_snies;knowledge_area;shift;age;civil_status;gender;residence_zone;foreign;school_name;school_calendar;school_character;school_language;school_methodology;academic_aid;financial_aid;other_aid;study_and_work;age_mod;cantidad_matriculas;Cluster
2010-01;1416C;10544U;7887N;cali;4;2010;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;21;soltero;M;nd;no;colegio san francisco de asis cali;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2012-01;2969C;10545U;17174N;cali;5;2012;1;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;22;soltero;M;nd;no;colegio y centro de arte juvenilia;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2010-01;1409C;10546U;1646N;cali;3;2010;1;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;20;soltero;F;nd;no;colegio nuestra senora de la anunciacion;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2013-01;4580C;10547U;13320N;cali;6;2013;1;valle del cauca;yumbo;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;23;soltero;M;nd;no;colegio jefferson;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2011-01;2007C;10548U;6685N;cali;3;2011;1;valle del cauca;cali;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;21;soltero;M;nd;no;institucion educativa tecnico industrial diez de mayo;b;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2014-01;5488C;10549U;16446N;cali;3;2014;1;valle del cauca;cali;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;24;soltero;M;nd;no;colegio san alberto magno cali;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2019-01;12610C;1054U;5793N;cali;2;2019;1;cauca;popayan;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;F;urbana;no;institucion educativa nor occidente;a;femenino;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2009-03;610C;10550U;4769N;cali;4;2009;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;20;soltero;F;nd;no;nd;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;1
2010-03;1485C;10551U;10069N;cali;4;2010;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;21;soltero;M;nd;no;colegio san antonio maria claret;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-01;316C;10552U;11988N;cali;4;2009;1;valle del cauca;cali;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;19;soltero;F;nd;no;colegio nuestra senora de la gracia;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2014-03;6040C;10553U;2599N;cali;3;2014;2;dpto extranjero;ciudad extranjero;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;25;soltero;M;nd;no;validacion colegio extranjero;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-01;46C;10555U;18347N;cali;5;2009;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;F;nd;no;colegio maria auxiliadora cali;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2009-01;387C;10556U;7013N;jamundi;2;2009;1;valle del cauca;jamundi;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;M;nd;no;colegio la merced jamundi;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2014-03;6341C;10557U;5826N;cali;6;2014;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;25;soltero;M;nd;no;colegio alejandria;a;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-01;238C;10558U;12725N;cali;3;2009;1;valle del cauca;cali;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;19;soltero;M;nd;no;instituto tecnico industrial antonio jose camacho;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2009-01;447C;10559U;12360N;cali;3;2009;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;F;nd;no;instituto central de comercio y bachillerato;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2019-01;12583C;1055U;17728N;cali;2;2019;1;cauca;popayan;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;F;urbana;no;institucion educativa sagrado corazon de jesus popayan;a;femenino;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2009-01;181C;10560U;11047N;cali;3;2009;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;M;nd;no;instituto comercial del valle incoval;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2012-01;2945C;10561U;8086N;cali;2;2012;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;22;soltero;M;nd;no;colegio comfandi el prado;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2012-01;2828C;10563U;2193N;cali;4;2012;1;valle del cauca;cali;communication and social sciences;economia;20107;economia administracion contaduria y afines;nocturna;22;soltero;M;nd;no;colegio americas unidas;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2011-03;2385C;10564U;7023N;santander de quilichao;2;2011;2;cauca;santander de quilichao;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;23;soltero;M;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-03;918C;10565U;10914N;cali;4;2009;2;valle del cauca;cali;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;20;soltero;M;nd;no;colegio los andes cali;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2011-03;2398C;10566U;17807N;cali;5;2011;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;22;soltero;F;nd;nd;colegio reyes catolicos;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-03;944C;10567U;7403N;cali;3;2009;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;20;soltero;M;nd;no;colegio parroquial san juan bautista;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2014-01;5807C;10568U;1037N;cali;3;2014;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;24;soltero;M;nd;no;colegio mayor san antonio de padua;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2012-03;3488C;10569U;10916N;cali;1;2012;2;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;23;soltero;M;nd;no;colegio santa isabel de hungria sede alfonso lopez;a;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2019-01;12494C;1056U;16388N;piendamo;2;2019;1;cauca;piendamo;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;rural;no;colegio ciudad de piendamo;b;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2012-01;3152C;10570U;4862N;cali;3;2012;1;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;22;union libre;F;nd;no;nd;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-01;233C;10571U;13358N;cali;4;2009;1;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;19;soltero;M;nd;no;liceo quial;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-01;6990C;10572U;11868N;cali;3;2015;1;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;25;soltero;F;nd;no;instituto tecnologico rafael navia varon;a;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2011-01;1987C;10573U;6097N;cali;3;2011;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;21;soltero;M;nd;no;institucion educativa ciudad cordoba;a;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2011-03;2721C;10574U;15831N;cali;4;2011;2;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;22;soltero;M;nd;nd;colegio el pinar;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-01;303C;10575U;6693N;cali;4;2009;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;20;casado;F;nd;no;colegio catolico;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2009-01;168C;10576U;10411N;cali;3;2009;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;M;nd;no;colegio catolico;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2010-03;1661C;10577U;9025N;cali;5;2010;2;valle del cauca;cali;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;21;soltero;M;nd;no;colegio san luis gonzaga cali;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
