period;cod_cod;cod_id;cod_name;city;stratum;year;semester;school_state;school_city;faculty;program;cod_snies;knowledge_area;shift;age;civil_status;gender;residence_zone;foreign;school_name;school_calendar;school_character;school_language;school_methodology;academic_aid;financial_aid;other_aid;study_and_work;age_mod;cantidad_matriculas;Cluster
2019-03;13210C;3339U;18704N;cali;3;2019;2;valle del cauca;buenaventura;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;18;soltero;F;urbana;no;colegio bartolome de las casas;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;1
2018-01;10891C;333U;14127N;jamundi;2;2018;1;valle del cauca;jamundi;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;38;soltero;F;urbana;no;centro educativo tecnico industrial ceti;b;mixto;espanol:ingles;educacion tradicional;no;no;no;si;26-40;1;1
2020-01;13459C;3341U;7844N;buenaventura;2;2020;1;valle del cauca;buenaventura;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;17;soltero;M;nd;no;gimnasio buenaventura;a;masculino;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-01;13365C;3342U;7034N;cali;5;2020;1;valle del cauca;buenaventura;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;18;soltero;M;nd;no;gimnasio buenaventura;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2017-01;9649C;3345U;7215N;buenaventura;2;2017;1;valle del cauca;buenaventura;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio el milagroso;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2017-01;9525C;3346U;6200N;buenaventura;1;2017;1;valle del cauca;buenaventura;communication and social sciences;economia;20107;economia administracion contaduria y afines;diurna;17;soltero;M;urbana;no;instituto juan xxiii;a;mixto;espanol:ingles;educacion tradicional;si;no;no;no;15-20;1;1
2017-01;9454C;3347U;7213N;buenaventura;1;2017;1;valle del cauca;buenaventura;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;institucion educativa jose ramon bejarano;a;mixto;espanol;educacion tradicional;si;si;si;no;15-20;1;0
2018-01;11069C;3348U;1812N;cali;2;2018;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;18;soltero;F;urbana;no;inem jorge isaacs;a;mixto;espanol;educacion tradicional;no;si;si;no;15-20;1;1
2017-03;9846C;3349U;12702N;buenaventura;1;2017;2;valle del cauca;buenaventura;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;institucion educativa escuela normal superior juan ladrilleros;a;mixto;espanol:ingles;nd;no;no;no;no;15-20;2;0
2012-03;3973C;334U;3213N;cali;3;2012;2;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;33;union libre;F;nd;no;institucion educativa liceo departamental;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;1
2016-01;7981C;3351U;11417N;buenaventura;2;2016;1;valle del cauca;buenaventura;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;16;soltero;F;nd;no;instituto tecnologico en informatica y comercio de buenaventura incomeb;a;femenino;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2017-03;9976C;3354U;11389N;cali;4;2017;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;union libre;F;urbana;no;colegio bilingue lancaster;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2016-01;8095C;3355U;5456N;buenaventura;3;2016;1;valle del cauca;buenaventura;Engineering;diseno industrial;103338;bellas artes;diurna;16;soltero;F;nd;no;instituto comercial del pacifico;a;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2017-01;9381C;3356U;12176N;buenaventura;1;2017;1;valle del cauca;buenaventura;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;colegio san vicente buenaventura;a;femenino;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;0
2017-01;9328C;3357U;16243N;buenaventura;1;2017;1;valle del cauca;buenaventura;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;institucion educativa tecnica industrial gerardo valencia cano;a;mixto;espanol:ingles;educacion tradicional;si;no;no;no;15-20;1;0
2018-01;10873C;3359U;5478N;buenaventura;1;2018;1;valle del cauca;buenaventura;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;17;soltero;F;urbana;no;institucion educativa escuela normal superior juan ladrilleros;a;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2013-01;4304C;335U;13886N;cali;2;2013;1;valle del cauca;palmira;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;31;soltero;F;nd;no;institucion educativa nuestra senora del palmar;a;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2017-01;9687C;3360U;136N;buenaventura;1;2017;1;valle del cauca;buenaventura;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;16;soltero;F;urbana;no;institucion educativa escuela normal superior juan ladrilleros;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2018-01;10671C;3362U;2629N;buenaventura;1;2018;1;valle del cauca;buenaventura;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;institucion educativa diocesana jesus adolescente;a;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;0
2017-01;9356C;3364U;8783N;buenaventura;2;2017;1;valle del cauca;buenaventura;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;M;urbana;no;liceo de occidente buenaventura;a;mixto;espanol;educacion tradicional;si;si;no;no;15-20;1;0
2017-01;9359C;3365U;13749N;cali;4;2017;1;valle del cauca;cali;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;17;soltero;F;urbana;no;colegio san fernando rey;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2017-01;9601C;3366U;7473N;buenaventura;3;2017;1;valle del cauca;buenaventura;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;centro educativo champagnath buenaventura;a;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;0
2019-01;12363C;3367U;12372N;buenaventura;3;2019;1;valle del cauca;buenaventura;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;institucion educativa escuela normal superior juan ladrilleros;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2018-03;11372C;3369U;1011N;cali;5;2018;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;18;soltero;M;urbana;no;colegio san antonio maria claret;b;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;1
2010-01;1182C;336U;4721N;cali;4;2010;1;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;28;soltero;F;nd;no;colegio de nuestra senora de la consolacion cali;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2018-01;10536C;3370U;1106N;cali;4;2018;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;M;urbana;no;colegio franciscano de fray damian gonzalez;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2017-03;10013C;3371U;10118N;cali;2;2017;2;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio santa isabel de hungria sede ciudad 2000;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2017-03;10094C;3372U;14214N;jamundi;4;2017;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;17;soltero;F;urbana;no;colegio americano cali;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2018-03;11583C;3373U;2281N;cali;4;2018;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;18;soltero;F;urbana;no;colegio bilingue diana oese;b;mixto;espanol:ingles:frances;educacion tradicional;no;no;no;no;15-20;1;1
2018-03;11404C;3374U;14N;cali;3;2018;2;valle del cauca;cali;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;colegio leon de greiff cali;b;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2018-01;10856C;3375U;156N;jamundi;4;2018;1;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;18;soltero;F;urbana;no;colegio del sagrado corazon de jesus valle del lili;b;mixto;espanol;educacion tradicional;no;no;si;no;15-20;1;1
2017-03;10368C;3376U;12166N;cali;3;2017;2;valle del cauca;cali;Engineering;ingenieria electronica y telecomunicaciones;55170;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;colegio el amparo;b;femenino;espanol:ingles;educacion tradicional;si;no;no;no;15-20;1;1
2018-03;11500C;3377U;14234N;cali;6;2018;2;valle del cauca;cali;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;18;soltero;F;urbana;no;colegio berchmans;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2017-03;10274C;3378U;12697N;cali;2;2017;2;valle del cauca;cali;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;colegio san jose refugio cali;b;mixto;espanol;educacion tradicional;si;si;si;no;15-20;1;1
2018-03;11265C;3379U;4148N;cali;4;2018;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;M;urbana;no;colegio catolico;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2017-03;10392C;3380U;2395N;cali;3;2017;2;valle del cauca;cali;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio santa isabel de hungria sede ciudad 2000;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2017-03;10187C;3381U;17888N;cali;4;2017;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;17;soltero;F;urbana;no;colegio coomeva;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2019-03;12869C;3383U;9022N;cali;6;2019;2;valle del cauca;cali;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;19;soltero;M;urbana;no;fundacion educativa lideres;b;mixto;espanol;escuela nueva;no;no;no;no;15-20;1;1
2017-01;9521C;3385U;13110N;puerto tejada;3;2017;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;F;urbana;no;colegio ciudadela educativa la presentacion;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2018-01;10793C;3387U;17419N;cali;5;2018;1;valle del cauca;cali;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;17;soltero;F;urbana;no;colegio reyes catolicos;b;mixto;espanol;educacion tradicional;si;si;no;si;15-20;1;1
2019-01;12247C;3388U;9739N;cali;5;2019;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;M;rural;no;colegio comfandi el prado;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;1
2016-03;8924C;3389U;1163N;jamundi;3;2016;2;valle del cauca;jamundi;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;M;urbana;no;colegio parroquial nuestra senora del rosario jamundi;b;mixto;espanol;educacion tradicional;no;no;si;no;15-20;1;0
2009-03;975C;338U;10873N;cali;5;2009;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;24;soltero;F;nd;no;colegio los robles cali;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2018-01;10719C;3390U;1401N;cali;4;2018;1;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;17;soltero;M;urbana;no;colegio san antonio maria claret;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;0
2019-03;12773C;3391U;11434N;cali;3;2019;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;18;soltero;F;urbana;no;centro de estudios para los sistemas de informacion cesi;b;mixto;espanol;aceleracion del aprendizaje;no;si;no;no;15-20;1;1
2017-03;10443C;3392U;2974N;cali;4;2017;2;valle del cauca;cali;Engineering;ingenieria electronica y telecomunicaciones;55170;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio mayor san francisco de asis;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2018-01;11096C;3393U;15674N;jamundi;3;2018;1;valle del cauca;jamundi;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;F;urbana;no;colegio fray luis apostol;a;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2017-03;9953C;3394U;7136N;cali;3;2017;2;valle del cauca;cali;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio comfandi el prado;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2018-01;11116C;3395U;10676N;cali;3;2018;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;M;urbana;no;colegio americano cali;b;mixto;espanol:ingles;educacion tradicional;no;si;si;no;15-20;1;1
2018-03;11797C;3396U;8791N;cali;5;2018;2;valle del cauca;cali;communication and social sciences;economia;20107;economia administracion contaduria y afines;diurna;18;soltero;M;urbana;no;colegio bilingue montessori;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2017-03;10135C;3397U;16665N;cali;5;2017;2;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;17;soltero;M;urbana;no;colegio mayor san francisco de asis;b;mixto;espanol:ingles;educacion tradicional;si;no;no;no;15-20;1;0
2020-03;14525C;3398U;12030N;cali;5;2020;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;18;soltero;F;nd;no;colegio ingles de los andes;b;mixto;espanol:ingles:otros;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2019-03;13247C;3399U;1825N;jamundi;2;2019;2;valle del cauca;cali;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;F;urbana;no;colegio lauretta bender;b;mixto;ingles:frances;educacion tradicional;no;si;no;no;15-20;1;1
2012-01;3062C;339U;14427N;palmira;3;2012;1;valle del cauca;palmira;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;32;casado;F;nd;no;institucion educativa sagrada familia palmira;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2020-01;13555C;3400U;17783N;jamundi;1;2020;1;valle del cauca;jamundi;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;colegio juan pablo ii jamundi;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2019-03;12955C;3401U;4100N;cali;4;2019;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;18;soltero;F;urbana;no;colegio bilingue montessori;b;mixto;espanol:ingles;educacion tradicional;no;si;no;no;15-20;1;1
2019-03;13047C;3404U;16417N;cali;5;2019;2;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;18;soltero;M;urbana;no;colegio catolico;b;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;1
2019-01;12035C;3405U;4225N;cali;4;2019;1;valle del cauca;jamundi;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio gimnasio moderno del valle;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2017-03;10060C;3407U;13322N;cali;3;2017;2;valle del cauca;cali;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio franciscano de pio xii;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2020-01;13470C;3409U;17300N;jamundi;4;2020;1;valle del cauca;jamundi;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;F;nd;no;colegio gimnasio moderno del valle;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2013-01;4103C;340U;8183N;cali;4;2013;1;valle del cauca;palmira;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;33;casado;F;nd;no;institucion educativa san vicente palmira;b;femenino;nd;nd;nd;nd;nd;nd;26-40;1;0
2020-03;14581C;3410U;10258N;cali;2;2020;2;valle del cauca;cali;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;nd;no;colegio britanico the british school;b;nd;ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-03;14153C;3411U;9415N;cali;1;2020;2;valle del cauca;palmira;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;liceo montessori;b;mixto;espanol:ingles:otros;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-01;13516C;3412U;792N;cali;4;2020;1;valle del cauca;cali;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;F;nd;no;centro educativo sebastian de belalcazar;a;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-01;13575C;3413U;13750N;cali;3;2020;1;valle del cauca;cali;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;instituto tecnologico rafael navia varon;a;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-01;13378C;3414U;4449N;jamundi;2;2020;1;valle del cauca;jamundi;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;institucion educativa cacique jamundi litecom;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2019-03;12857C;3416U;17829N;cali;3;2019;2;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;colegio de la sagrada familia cali;b;femenino;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2019-03;13100C;3417U;16756N;jamundi;4;2019;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;17;soltero;M;urbana;no;colegio americas unidas;b;mixto;espanol:ingles;educacion tradicional;no;si;no;no;15-20;1;1
2020-01;13597C;3418U;2278N;cali;3;2020;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;F;nd;no;colegio americano cali;b;mixto;ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2019-01;12382C;3419U;10508N;cali;2;2019;1;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;liceo mayor mixto tercer milenio;a;mixto;espanol:otros;educacion tradicional;si;si;si;no;15-20;1;0
2014-01;5806C;341U;18802N;cali;2;2014;1;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;29;soltero;F;nd;no;institucion educativa corpsevalle;b;mixto;nd;nd;nd;nd;nd;nd;26-40;1;1
2019-03;13175C;3420U;12084N;cali;3;2019;2;valle del cauca;cali;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;centro educativo comfandi miraflores;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2020-01;13869C;3421U;17896N;puerto tejada;3;2020;1;cauca;puerto tejada;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;F;nd;no;colegio bahai ruhi arbab;a;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2019-01;12366C;3424U;9658N;cali;2;2019;1;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;M;urbana;no;instituto central de comercio y bachillerato;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2020-01;13578C;3426U;16594N;santander de quilichao;2;2020;1;cauca;santander de quilichao;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio nino jesus de praga santander de quilichao;a;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-01;13551C;3427U;2276N;cali;3;2020;1;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;colegio el amparo;b;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2013-03;5029C;342U;476N;cali;4;2013;2;bolivar;cartagena;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;33;casado;F;nd;no;colegio real cartagena;b;mixto;nd;nd;nd;nd;nd;nd;26-40;1;1
2020-01;13337C;3430U;18179N;el cerrito;3;2020;1;valle del cauca;el cerrito;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;colegio central el cerrito;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-01;13582C;3431U;17024N;cali;4;2020;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;M;nd;no;colegio nuestra senora de chiquinquira;b;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-01;13716C;3433U;4140N;santander de quilichao;1;2020;1;cauca;santander de quilichao;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio nino jesus de praga santander de quilichao;a;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-01;14060C;3437U;56N;cali;1;2020;1;valle del cauca;cali;Engineering;diseno industrial;103338;bellas artes;diurna;17;soltero;F;nd;no;ciudadela educativa isaias duarte cancino sede principal;a;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2019-01;12004C;3439U;17409N;guacari;2;2019;1;valle del cauca;ginebra;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;F;urbana;no;institucion educativa ginebra la salle;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2009-03;461C;343U;1947N;cali;6;2009;2;valle del cauca;andalucia;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;30;soltero;F;nd;no;institucion educativa eleazar libreros;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;1
2019-03;12824C;3441U;16626N;buga;1;2019;2;valle del cauca;buga;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio mayor ciudad de buga;b;mixto;espanol:ingles:frances;educacion tradicional;si;si;no;no;15-20;1;0
2018-03;11445C;3442U;292N;buga;2;2018;2;valle del cauca;buga;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio comfandi buga;b;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;1
2020-01;13485C;3443U;10364N;buga;3;2020;1;valle del cauca;buga;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;19;soltero;M;nd;no;centro educativo formal discenters buga;b;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2018-01;10575C;3445U;15845N;pradera;2;2018;1;valle del cauca;pradera;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;colegio parroquial maria inmaculada;a;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;0
2017-03;10105C;3446U;9059N;cali;3;2017;2;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;M;urbana;no;colegio leonistico la merced;b;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2019-03;13312C;3447U;10523N;pradera;3;2019;2;valle del cauca;candelaria;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;colegio ana julia holguin de hurtado;b;masculino;espanol;educacion tradicional;si;si;si;no;15-20;1;0
2019-01;12206C;3448U;9763N;pradera;2;2019;1;valle del cauca;pradera;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;M;urbana;no;institucion educativa ateneo sede santa isabel;a;nd;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2013-03;5084C;344U;11557N;cali;1;2013;2;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;29;soltero;F;nd;no;colegio de la santisima trinidad cali;b;femenino;nd;nd;nd;nd;nd;nd;26-40;1;1
2018-01;10717C;3450U;17073N;pradera;3;2018;1;valle del cauca;palmira;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;institucion educativa tecnica industrial humberto raffo rivera;a;masculino;espanol;educacion tradicional;si;si;no;no;15-20;1;0
2018-03;11854C;3451U;16558N;buga;2;2018;2;valle del cauca;buga;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;urbana;no;institucion educativa tulio enrique tascon;a;mixto;espanol;educacion tradicional;no;no;si;no;15-20;1;1
2018-03;11528C;3452U;15908N;cali;5;2018;2;valle del cauca;cali;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;liceo los alpes cali;b;mixto;espanol;escuela nueva;no;no;no;no;15-20;1;0
2017-03;10139C;3453U;11403N;cali;5;2017;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;17;soltero;F;urbana;no;colegio nuestra senora del rosario cali;b;mixto;espanol:ingles;educacion tradicional;si;si;no;no;15-20;1;1
2018-03;11640C;3454U;12998N;cali;1;2018;2;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;institucion educativa de santa librada;a;mixto;espanol:ingles;educacion tradicional;no;si;no;no;15-20;2;0
2019-01;12038C;3457U;14486N;buga;4;2019;1;valle del cauca;buga;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio comfandi buga;b;masculino;espanol;educacion tradicional;no;si;no;no;15-20;1;0
